"","No","Yes","ID"
"289",0.432330011313366,0.567669988686634,1459
"290",0.301575164091834,0.698424835908167,1460
"291",0.707371801562501,0.292628198437499,1461
"292",0.779937335770382,0.220062664229618,1462
"293",0.564525248700999,0.435474751299001,1463
"294",0.968909992770568,0.0310900072294318,1464
"295",0.34508628682229,0.65491371317771,1465
"296",0.991395038011813,0.00860496198818728,1466
"297",0.969904419787118,0.0300955802128816,1467
"298",0.0254689401100449,0.974531059889955,1468
"299",0.999631722277259,0.000368277722740639,1469
"300",0.967236844532566,0.0327631554674344,1470
